,caption,add_tail,repeat_event,repeat_word,delete_word,error
18126,something breathe lightly in the,1,0,0,0,1
18127,man speak and dish clank on the,1,0,0,0,1
18128,music playing follow by a man talk . before music playing,0,1,0,0,1
18129,a woman be give a speech,0,0,0,0,0
18130,a man talk with a faint spray spray in the background,0,0,1,1,1
18131,a vehicle vehicle run loudly,0,0,1,0,1
18132,a clock be tick and a voice be talk with,1,0,0,0,1
18133,the hum of voice in the background in the,1,0,0,0,1
18134,dog screech follow child speak,0,0,0,1,1
18135,a roar sound be present and a boat engine be run,0,0,0,0,0
18136,a vehicle 's engine run,0,0,0,0,0
18137,a dog grunt and snort as a woman speak,0,0,0,0,0
18138,child yell over heavy background noise,0,0,0,0,0
18139,man speak with some beeping and vibration,0,0,0,0,0
18140,high frequency ring with continuous whooshing whooshing of helicopter blade,0,0,1,0,1
18141,a woman speak while a sewing machine lightly operate as an electric hum and footstep shuffle in the background,0,0,0,1,1
18142,several people laugh while rain fall in the background,0,0,0,0,0
18143,vibration from engine follow by light banging and a goat bleating,0,0,0,1,1
18144,loud repetitive snoring as loud repetitive snoring,0,1,0,0,1
18145,hum from a large vehicle with a woman scream faintly excited,0,0,0,0,0
18146,kid speak follow by an animal crying and a person laugh .,0,0,0,0,0
18147,"a train horn blow and approach , follow by a train engine running and metal clattering and vibration as the train horn fade away",0,0,0,0,0
18148,rustle follow by toilet flush,0,0,0,0,0
18149,mid frequency of male voice follow with noise of click,0,0,0,0,0
18150,clank follow follow by a pop and laughter and speech and before laughter,1,1,1,0,1
18151,light clip - clop and distant speech,0,0,1,1,1
18152,sizzling and clanking follow by a man speak and laugh,0,0,0,0,0
18153,water run follow by by a child speak,0,0,1,0,1
18154,several frog croak loudly,0,0,0,0,0
18155,brake squeal follow by a crash as people people talk after a cr,0,1,1,0,1
18156,a man man speak with tap noise in the background,0,0,1,0,1
18157,a be wait outside,0,0,0,1,1
18158,a man speak,0,0,0,0,0
18159,a snake hiss,0,0,0,0,0
18160,a man speak while bird chirp and constant hissing in the background . on the as constant hissing in the background .,1,1,0,0,1
18161,a metal pot clank as food and oil sizzle follow by a woman talk,0,0,0,0,0
18162,whistle follow by male speech,0,0,0,0,0
18163,a cat be cry and then,1,0,1,1,1
18164,a horn blare and vehicle pass by,0,0,0,0,0
18165,wave crash and move closer and,1,0,0,0,1
18166,a vehicle engine idle then turn off,0,0,0,0,0
18167,"a faucet be run and a woman be speak , then a a cabinet be pull out while a woman be speak , then a cabinet be out",0,1,1,1,1
18168,outside noise of bird chirp by musical background before outside noise of bird chirp accompany by musical background,0,1,0,1,1
18169,water fall and people talk,0,0,0,0,0
18170,a a man give out a loud burp while a man give out a loud,0,1,1,1,1
18171,car idle smoothly,0,0,0,1,1
18172,"an motor vehicle siren blow , a large motor vehicle engine run and decelerate , and hiss occur and a follow by hiss occur",1,1,0,1,1
18173,a lady make a speech in a steady tone and no emotion,0,0,0,0,0
18174,a dog whimper and cry as a a person talk,0,0,1,0,1
18175,a young boy and a woman talk follow by a child sigh,0,0,0,0,0
18176,a motorbike engine run idle,0,0,0,0,0
18177,people speak with chirping of bird and nearby whimper,0,0,0,0,0
18178,a woman talk and a child talk and cry,0,0,0,0,0
18179,"loud rush water from a , and two man converse over the sound",0,0,0,1,1
18180,a door close nearby,0,0,0,0,0
18181,a quacking quacking and duck noise follow by duck noise,0,1,1,0,1
18182,an engine run follow by a fire truck truck siren,0,0,1,1,1
18183,motorcycle and and vehicle engine run as a crowd of people talk follow by a series of different horn honk while vehicle engine run,0,1,1,0,1
18184,a beeping occur while someone belch in the as beeping occur occur,1,1,1,1,1
18185,people talk in the foreground as an engine hum nearby nearby,0,0,1,0,1
18186,type on a keyboard,0,0,0,0,0
18187,hum of an engine with whoosh and rustle,0,0,0,0,0
18188,a high pitch engine buzzing consistently follow by rustle in the,1,0,0,0,1
18189,white noise and rustle with some musical whistling of a,1,0,0,0,1
18190,a child speak with some humming then a man speak as distant bird chirp and insect buzz and,1,0,0,0,1
18191,a man talk follow by goat baa as footstep on leave rustle,0,0,0,0,0
18192,a drill work then stop and a man talk,0,0,0,0,0
18193,a train move and an alert siren beep,0,0,0,0,0
18194,vary emergency siren siren play,0,0,1,0,1
18195,loud wind noise and and water splashing and gurgling,0,0,1,0,1
18196,a steam engine train hiss steam noise,0,0,0,0,0
18197,a loud roar,0,0,0,1,1
18198,the siren sound of emergency vehicle,0,0,0,0,0
18199,the mixed sound of engine rumble and wind suction as before wind suction,1,1,0,0,1
18200,rain fall down as a child laugh and woman speak with the child of a,1,0,0,0,1
18201,radio signal and airplane propeller,0,0,0,1,1
18202,"child shout , loud horse whinny",0,0,0,0,0
18203,static noise and wind blow with very muffled dog barking,0,0,0,0,0
18204,a man speak with a a middle eastern accent,0,0,1,0,1
18205,bird be chirp,0,0,0,0,0
18206,pressurize air hiss then spray follow by a man speak,0,0,0,0,0
18207,an engine start and idle in the while an engine start,1,1,0,0,1
18208,"an in - place vehicle be vibrate steadily , its engine run , without actually go anywhere follow by",1,0,0,0,1
18209,a man give a speech to a crowd before a man give a speech to a a crowd,0,1,1,0,1
18210,engine start and then die,0,0,0,0,0
18211,sew a machine,0,0,0,1,1
18212,man talk loudly while car drive by fast fast in the background with,1,0,1,0,1
18213,pig oink at trough before pig oink at trough,0,1,0,0,1
18214,a bus engine idle,0,0,0,0,0
18215,"water splash , jostle and a man speak before , jostle",0,1,0,1,1
18216,"water be rush , an adult female and male be shout , and an adult female be laugh",0,0,0,0,0
18217,male voice give speech,0,0,0,0,0
18218,vehicle vehicle idling follow by a loud horn and an emergency vehicle siren,0,0,1,0,1
18219,a toilet flush follow by a toilet flush,0,1,0,0,1
18220,man speak and car siren,0,0,0,0,0
18221,"man be speak , some whispering in background while man man be speak , some whispering in background",0,1,1,0,1
18222,man and woman talk outside with a quick bang at the end,0,0,0,0,0
18223,a loud swoosh sound,0,0,0,0,0
18224,"music be play , tire squeal , a car motor be run , and an adult male yell with",1,0,0,0,1
18225,bird be coo coo,0,0,1,0,1
18226,a car engine can be hear shift gear,0,0,0,0,0
18227,traffic pass in the distance as bird chirp and a cat meow,0,0,0,0,0
18228,"a horse neighs , a child talk",0,0,0,1,1
18229,someone whistle a song with two beep the middle part,0,0,0,1,1
18230,"the wind be blow and ocean wave be repeatedly on shore , and soft metal clinking occur randomly a",1,0,0,1,1
18231,loud white noise with an intermittent sneeze,0,0,0,0,0
18232,an engine be idle and then rev up a little,0,0,0,0,0
18233,a man speak very fast with a rustle in the background follow by a train whistle and a train come close by at the end and a rustle in the background,0,1,0,0,1
18234,a crowd clap and cheer while a woman speak loudly,0,0,0,0,0
18235,a young girl speak before laugh,0,0,0,0,0
18236,"a child laugh , follow by child talk and a person mock scream in the distance",0,0,0,0,0
18237,a fast vehicle move and accelerate while a music be play a,1,0,0,0,1
18238,a machine hissing follow by metal scrapping and gear crank then a loud click click and more machine hiss,0,0,1,0,1
18239,a car rev its engine,0,0,0,0,0
18240,a rotary phone be be dial while a rotary phone be be be dial,0,1,1,0,1
18241,a vehicle engine accelerate,0,0,0,0,0
18242,rapid gunfire and a male yell,0,0,0,0,0
18243,while a man man talk a drill buzz constantly as a man talk a drill buzz constantly,0,1,1,0,1
18244,baby cry loudly,0,0,0,0,0
18245,a woman speak and bird flap their wing before a a woman speak,0,1,1,0,1
18246,a man speak as several sheep be bleat in the distance,0,0,0,0,0
18247,a man talk over plastic shuffling then plastic crinkling,0,0,0,0,0
18248,a sewing machine run continuously,0,0,0,0,0
18249,water gurgle as it run into a fountain pool as,1,0,0,0,1
18250,"a tool motor run and metal whirring and grinding occur , along with a liquid spraying and splashing and",1,0,0,0,1
18251,"a motor vehicle engine be run , and horn blow and a motor vehicle engine be run",0,1,0,1,1
18252,horse trot trot and make clip - clop noise,0,0,1,0,1
18253,a bell be ring and a man be speak over it in the,1,0,0,0,1
18254,a distant siren noise follow by a loud siren of an emergency vehicle as an engine accelerate and,1,0,0,0,1
18255,someone whistle a tune loudly and then,1,0,0,0,1
18256,beep with some clicking until the beep turn into one long continuous beep the,1,0,0,1,1
18257,a dog dog bark while people speak while a dog,0,1,1,1,1
18258,"metal thumping occur , then click , a motor run , then rhythmic metal clacking occur",0,0,0,0,0
18259,people laugh with something snore before people laugh,0,1,0,0,1
18260,"pigeon coo and walk , some scratching and",1,0,0,0,1
18261,hiss and sizzling before hiss,0,1,0,0,1
18262,hum then rush water then drip,0,0,0,0,0
18263,two people be be and laugh,0,0,1,1,1
18264,wave crash against the shore,0,0,0,0,0
18265,a man with a deep voice be give a speech,0,0,0,0,0
18266,chirp chirp loudly,0,0,1,1,1
18267,wind blow and engine hum follow by engine hum,0,1,0,0,1
18268,low rumble vibration while low rumble vibration,0,1,0,0,1
18269,"a motor vehicle engine be idle , and an adult male be speak",0,0,0,0,0
18270,water drip and flush,0,0,0,1,1
18271,something hiss continuously and something hiss continuously,0,1,0,0,1
18272,bird be chirp,0,0,0,0,0
18273,a man speak and a cat meow and a dog bark after a man speak,0,1,0,0,1
18274,bell ring and a clock tick,0,0,0,0,0
18275,man man deliver a speech,0,0,1,1,1
18276,a car drive fast and its engine,0,0,0,1,1
18277,a dog whine and and people speak,0,0,1,0,1
18278,"a baby cry , and an adult male and female speak",0,0,0,0,0
18279,an adult female be speak and a a crowd be cheer and applaud on the after applaud,1,1,1,0,1
18280,a person whistle,0,0,0,0,0
18281,people talk and cheering and engine revving loudly,0,0,0,0,0
18282,a man speak follow by whoosh and splash water then a person singe as follow by h water then a person singe,1,1,0,0,1
18283,"a loud horn , follow by a pneumatic mechanic sound",0,0,0,0,0
18284,a woman be speak after after a woman be speak,0,1,1,0,1
18285,motorcycle rev engine,0,0,0,1,1
18286,"cartoon gag sound , whoopee cushion , water droplet , bird tweet , screech with",1,0,0,0,1
18287,man speak and wind blow,0,0,0,0,0
18288,people be and dog be bark,0,0,0,1,1
18289,engine run with distant murmuring and applause,0,0,0,0,0
18290,helicopter take off off,0,0,1,0,1
18291,a loud high pitch clanking follow by a woman speak and a and a speak,1,1,0,1,1
18292,clank noise continuously of an engine,0,0,0,0,0
18293,car tire be screech and metal be crunch,0,0,0,0,0
18294,"car motor sound , and the sound of a car skid",0,0,0,0,0
18295,"fall , a knock on a door",0,0,0,1,1
18296,"electrical humming , a man and a baby speak in the",1,0,0,0,1
18297,a man speak as a car car pass by,0,0,1,0,1
18298,"an adult female be speak , and a motor vehicle pass by after s by",0,1,0,0,1
18299,motor engine start up,0,0,0,0,0
18300,tick locking of a large clock,0,0,0,0,0
18301,a telephone ring loudly,0,0,0,0,0
18302,a heavy engine idle,0,0,0,0,0
18303,high powered vibration and humming follow by click and click,0,1,0,0,1
18304,someone someone sneeze nearby follow by,1,0,1,0,1
18305,low buzz buzz follow by water turn on and hiss of spray,0,0,1,0,1
18306,"a man be speak while snake be hiss , and people people be communicate in the background",0,0,1,0,1
18307,rustle and white noise noise together with male speech,0,0,1,0,1
18308,a baby cry then then a woman man speak,0,0,1,1,1
18309,an infant with with speech and,1,0,1,1,1
18310,a man speak and whisper while open a pot lid,0,0,0,0,0
18311,continuous snore with faint electrical buzzing buzzing,0,0,1,0,1
18312,a man talk loudly that start a dog,0,0,0,1,1
18313,a man talk follow by glass clank while a group of people be talk in the background during a muffled bus engine driving and a,1,0,0,0,1
18314,a camera move slightly and and someone breathe and someone breathe,0,1,1,0,1
18315,a vehicle move with a squeal of tire in the background follow follow by a muffler sound,0,0,1,0,1
18316,musical chiming with constant repetitive ticking in the,1,0,0,0,1
18317,"pigeon coo and flap their wing , , a dog bark",0,0,1,0,1
18318,a woman speak follow by vibration of a sewing machine,0,0,1,1,1
18319,bird be coo and a person speak,0,0,0,0,0
18320,dog bark bark faintly follow by clank,0,0,1,0,1
18321,cat meowing continuously with after cat cat meowing continuously,1,1,1,0,1
18322,an engine be idle and rev,0,0,1,1,1
18323,an engine be idle,0,0,0,0,0
18324,man speak and keyboard click and keyboard click,0,1,0,0,1
18325,a woman woman and child be speak follow by a woman,0,1,1,0,1
18326,woman speak continuously,0,0,0,0,0
18327,a man speak follow by bird wing flap,0,0,0,0,0
18328,"a beep sound with click sound in the background , follow by click and a beep sound",0,1,0,0,1
18329,"a person talk nearby nearby , follow by a pig oink loudly , after which people laugh",0,0,1,0,1
18330,a steam engine roll by on the rail chugging and and then steam whistle wail,0,0,1,0,1
18331,a bird bird chirps and a goat bleat,0,0,1,0,1
18332,a toilet flush and the water drain out of it,0,0,0,0,0
18333,an an engine idle in mid frequency not top speed,0,0,1,0,1
18334,people be talk then there be a ticking then water run and someone laugh,0,0,0,0,0
18335,a child speak as the tv play in the background,0,0,0,0,0
18336,a man be speak and bird be,0,0,0,1,1
18337,a old woman be converse something out loud,0,0,0,0,0
18338,loud motor hiss in the,1,0,0,0,1
18339,multiple girl talk and a young young child answer after multiple girl talk,0,1,1,0,1
18340,people be talk and water be splash as as people be talk,1,1,0,0,1
18341,a gun be be fire and the shell be discard,0,0,1,0,1
18342,wind be blow water be be splash,0,0,1,1,1
